,product
790,"['YAMAKI - 鰹魚粉 鰹魚湯 底包 調味粉包 汁 4g×(54袋+增量3袋)平行進口 (4903065061367)', '$ 19.90']"
791,"['大澳老友記 - 大地魚粉', '$ 60.00']"
792,"['GNA HK - 韓國氣炸脆皮拉絲芝士魚肉腸熱狗(400g)(急凍)', '$ 60.00']"
793,"['大街市 - 石班魚柳 (急凍-18°C)#海鮮#氣炸#煎焗', '$ 40.00']"
794,"['知味 - 泰國風琴魷魚 80克', '$ 65.00']"
795,"['美味牌 - 礦泉水浸吞拿魚 x 6', '$ 64.90']"
796,"['金鴨 - (兩包裝) 鹹蛋魚皮 105克/包 (此日期前最佳:19-10-2023) #火鍋 #打邊爐 #零食 #炸魚皮 #魚皮 #咸蛋魚皮 #新加坡', '$ 112.00']"
797,"['Seoul G&B - [韓國直送] 惹味魚乾條 #送酒一流', '$ 20.00']"
798,"['大囍慶 - 滋味魚湯麵(2包)', '$ 60.00']"
799,"['官燕棧 - 清湯鮑魚6-8頭425克', '$ 128.00']"
800,"['LEADER MARINE - 急凍日本油甘魚鮫 (5隻裝x2)', '$ 220.00']"
801,"['魚陣營 - 羅定魚腐 - (急凍) #火鍋 #打邊爐 #氣炸 #BBQ', '$ 17.90']"
802,"['漁鮮快遞  - 長洲大魚蛋(9-10粒) 1磅 (急凍)', '$ 38.00']"
803,"['YAMAKI - [日本直送] 鰹魚湯底湯包54包裝 #高湯', '$ 23.90']"
804,"['濱濤 - Bento超味魷魚(香辣)(藍) (12+(1包甜辣味)*4g)', '$ 20.00']"
805,"['Tableland - 日本越光米即食鯛魚粥 1人前 250g x2包 (038304/粉)', '$ 38.00']"
806,"['宗家府 - 魷魚泡菜(冷凍)', '$ 29.90']"
807,"['Tableland - 日本越光米即食鮭魚粥 1人前 250g x2包 (038052/橙)', '$ 38.00']"
808,"['大發 - 大發 鱈魚絲零食 8g X 5 小包(絲)', '$ 12.50']"
809,"['李錦記 - 蒸魚豉油 x 2', '$ 37.80']"
810,"['KANETA - 鮭魚鬆 120g', '$ 37.00']"
811,"['上環海味佬辦館 - 紅燒魚柳 #香辣魚柳 半磅裝225g #香港品牌#懷舊小食', '$ 55.00']"
812,"['家樂牌 - 鮑魚雞湯快熟通心粉 x 5', '$ 36.00']"
813,"['Na - 5包 韓國魚乾 香烤魚片 (辣味) (5g) 送酒小食 韓國零食 送酒必備 (平行進口)新舊包裝隨機發貨', '$ 20.00']"
814,"['LEADER MARINE - 急凍ASC越南鯰魚柳 (約6-8條)', '$ 63.00']"
815,"['濱濤 - Bento超味魷魚(甜辣)(紅) (12+1包*4g)', '$ 20.00']"
816,"['御壹工房 - 蓮藕章魚螺片燉豬展湯 #加熱即飲湯包 #含湯料', '$ 34.00']"
817,"['善字牌 - 善字牌魚肉腸 6條裝 (1條22g) x 3包 (4902782004268_3)[善字牌]', '$ 29.70']"
818,"['順南 - 原味即飲燉湯 (人參雞湯, 茶樹菇雞湯, 紅棗雞湯, 蟲草花雞湯, 章魚節瓜燉瘦肉湯, 陳皮冬瓜燉鴨腿湯, 青紅蘿蔔燉瘦肉湯) 500g x 7packs 各1包', '$ 245.00']"
819,"['艦長牌 - 煙燻鱈魚魚肝 x2 #無糖 #生酮 #低碳', '$ 57.00']"
820,"['阿一鮑魚 - 阿一紅燒鮑魚乾鮑口味(6隻罐裝)', '$ 328.00']"
821,"['御壹工房 - 天麻川芎白芷燉魚頭湯 #加熱即飲湯包 #含湯料', '$ 38.00']"
822,"['大孖 - 秘撈魚蛋醬 340g (撈魚蛋、燒賣或粉麵)', '$ 42.00']"
823,"['葡國老人牌 - 欖油沙甸魚 x 3', '$ 50.00']"
824,"['魚陣營 - [火鍋特選裝]陣陣魚麵[4個麵餅]-(急凍) #火鍋 #打邊爐 #氣炸 #BBQ', '$ 59.80']"
825,"['上環海味佬辦館 - 泰國原隻魷魚吊片 90g #香辣魷魚吊片 #微辣且鮮味#炭燒', '$ 60.00']"
826,"['HOTEI - 日本無添加低脂水煮吞拿魚罐頭 3罐裝  [新舊包裝隨機出貨]', '$ 37.50']"
827,"['安記海味 - 安記溏心鮑魚系列嚐鮮優惠裝(3-4隻裝)【金牌/金蠔醬油/花膠 3款各1罐】', '$ 114.00']"
828,"['善字牌 - 8枝裝魚肉腸', '$ 20.50']"
829,"['Na - 5包 韓國魚乾 香烤魚片 (燒烤味) (5g) 送酒小食 韓國零食 送酒必備 (平行進口)新舊包裝隨機發貨', '$ 20.00']"
830,"['MARUSAN - [日本直送] 雞骨鰹魚昆布火鍋湯底 #打邊爐 (新舊包裝隨機送出)', '$ 22.90']"
831,"['金豬嘜 - 至尊原隻豬手拼紅燒鮑魚', '$ 108.00']"
832,"['大街市 - 越南盲曹魚柳片 (急凍-18°C)#海鮮#煎焗', '$ 40.00']"
833,"['叁拾士多 - 30士多燒賣組合 A（傳統魚肉燒賣 x 2 + 爆茜魚肉燒賣 x 1）', '$ 150.00']"
834,"['Prik Me - 非油炸無糖三文魚皮咸蛋黃 ❤️美味 不油膩 非油炸 口感豐富 ❤️無糖/無麵粉/無味精/生酮友好/低碳/高蛋白/脆口健康零食 #火鍋 #海鮮#打邊爐 #睇戲減肥必備健康零食#配搭可樂啤酒', '$ 63.80']"
835,"['永樂粉麵廠 - [幼麵/12隻裝]濃香魚湯芫荽幼麵 (麵湯融合 無須調味 本地新鮮製造)', '$ 95.00']"
836,"['淘大 - 蒸魚豉油 x 2 #香港製造 #豉油', '$ 25.00']"
837,"['YAMAKI - 鰹魚高湯湯包粉 日本家庭必備 容易使用超值抵買 鰹魚粉 [新舊包裝隨機出貨]', '$ 16.90']"
838,"['Pigeon - 高鈣小魚米餅 2枚6包裝 X2盒 (#1003932)', '$ 42.00']"
839,"['TM - [泰國直送] 梅香馬鮫鹹魚 #先蒸軟再煎香 #送飯 #馬友', '$ 40.00']"
840,"['李錦記 - 蒸魚豉油 優惠裝', '$ 26.90']"
841,"['信玄 - 樽裝醬油鮑魚 #日本海產#老字號#即開即食 (到期日: 31/3/2023 或之前)', '$ 20.00']"
842,"['日本 - かね七高湯-鰹魚昆布香菇調味粉4g×50包 (獨立包裝)', '$ 39.90']"
843,"['珠江橋牌 - Ⓕ罐 · ❤️快閃❤️ 豆豉鯪魚 (184g❎2) 珠江橋牌豆豉鯪魚 罐頭 魚罐頭 平行進口 #salesflash', '$ 40.00']"
844,"['金御豐 - 【優惠孖裝】馬來西亞製白魚丸+炸魚丸 #鮮魚#大大粒#彈牙#bbq#火鍋#魚蛋 (300gX2)(急凍)(到期日: 31/5/2023 或 30/09/2023 之前)', '$ 53.00']"
845,"['美味牌 - 礦泉水浸吞拿魚 x 4', '$ 66.90']"
846,"['漁鮮快遞  - 馬來西亞白魚蛋 1磅(約20粒)(急凍)', '$ 32.00']"
847,"['捌玖零 - [急凍］金牌地道魚肉燒賣 #網民力捧 #燒賣關注組關注項目', '$ 65.90']"
848,"['為食熊 - 惹味香辣泡椒魚皮1包 (150g) (急凍-18°C)', '$ 33.80']"
849,"['扇屋 - 一口鱈魚芝士條 2.8g x 48本 (4970765131126) 一口芝士零食 扇屋', '$ 37.80']"
850,"['金御豐 - 【2包裝】馬來西亞白魚丸 #大大粒#彈牙#bbq#火鍋#魚蛋 (300g)(急凍)(到期日: 31/05/2023 或 30/09/2023 之前)', '$ 53.00']"
851,"['大街市 - 港式蝦滑拼墨魚滑(急凍-18°C)#火鍋#墨魚丸#蝦丸', '$ 58.50']"
852,"['風味牌 - 日式吞拿魚餐 x 4', '$ 55.00']"
853,"['GNA HK - 韓國明太魚籽餃子630g(急凍)', '$ 60.00']"
854,"['盞記 - 頂級鱷魚肉乾 (2両袋裝)', '$ 60.00']"
855,"['尚品 - 尚品回味鮑-紅燒一口鮑魚(6隻裝)(180克)x3罐 #秘製紅燒汁 #一口鮑 #即食鮑魚 #加餸首選', '$ 108.00']"
856,"['珠江橋牌 - 豆豉鯪魚 150g x 2', '$ 40.00']"
857,"['風味牌 - 美式吞拿魚餐 x 4', '$ 55.00']"
858,"['葡國老人牌 - 辣欖油沙甸魚 x 3', '$ 50.00']"
859,"['Orion - 東洋紫菜味魚仔餅-盒裝 3x33g', '$ 17.50']"
860,"['盛田 - [日本直送] 萬能和風昆布鰹魚汁(2倍) x 2', '$ 42.50']"
861,"['尚品 - [即開即食] 尚品阿福鮑魚(四隻裝) x4罐', '$ 248.00']"
862,"['NINBEN - 日本3倍濃厚鰹魚醬油鰹魚汁1000ml (#001316)', '$ 60.00']"
863,"['官燕棧 - 紅燒鮑魚4頭 200克 x 3罐優惠裝', '$ 108.00']"
864,"['YAMAKI - 鰹魚粉 鰹魚湯 底包 調味粉包 汁 4g×(54袋+增量3袋)平行進口 (4903065061367)', '$ 19.90']"
865,"['大澳老友記 - 大地魚粉', '$ 60.00']"
866,"['GNA HK - 韓國氣炸脆皮拉絲芝士魚肉腸熱狗(400g)(急凍)', '$ 60.00']"
867,"['大街市 - 石班魚柳 (急凍-18°C)#海鮮#氣炸#煎焗', '$ 40.00']"
868,"['知味 - 泰國風琴魷魚 80克', '$ 65.00']"
869,"['美味牌 - 礦泉水浸吞拿魚 x 6', '$ 64.90']"
870,"['金鴨 - (兩包裝) 鹹蛋魚皮 105克/包 (此日期前最佳:19-10-2023) #火鍋 #打邊爐 #零食 #炸魚皮 #魚皮 #咸蛋魚皮 #新加坡', '$ 112.00']"
871,"['Seoul G&B - [韓國直送] 惹味魚乾條 #送酒一流', '$ 20.00']"
872,"['大囍慶 - 滋味魚湯麵(2包)', '$ 60.00']"
873,"['官燕棧 - 清湯鮑魚6-8頭425克', '$ 128.00']"
874,"['LEADER MARINE - 急凍日本油甘魚鮫 (5隻裝x2)', '$ 220.00']"
875,"['魚陣營 - 羅定魚腐 - (急凍) #火鍋 #打邊爐 #氣炸 #BBQ', '$ 17.90']"
876,"['漁鮮快遞  - 長洲大魚蛋(9-10粒) 1磅 (急凍)', '$ 38.00']"
877,"['YAMAKI - [日本直送] 鰹魚湯底湯包54包裝 #高湯', '$ 23.90']"
878,"['濱濤 - Bento超味魷魚(香辣)(藍) (12+(1包甜辣味)*4g)', '$ 20.00']"
879,"['Tableland - 日本越光米即食鯛魚粥 1人前 250g x2包 (038304/粉)', '$ 38.00']"
880,"['宗家府 - 魷魚泡菜(冷凍)', '$ 29.90']"
881,"['Tableland - 日本越光米即食鮭魚粥 1人前 250g x2包 (038052/橙)', '$ 38.00']"
882,"['大發 - 大發 鱈魚絲零食 8g X 5 小包(絲)', '$ 12.50']"
883,"['李錦記 - 蒸魚豉油 x 2', '$ 37.80']"
884,"['KANETA - 鮭魚鬆 120g', '$ 37.00']"
885,"['上環海味佬辦館 - 紅燒魚柳 #香辣魚柳 半磅裝225g #香港品牌#懷舊小食', '$ 55.00']"
886,"['家樂牌 - 鮑魚雞湯快熟通心粉 x 5', '$ 36.00']"
887,"['Na - 5包 韓國魚乾 香烤魚片 (辣味) (5g) 送酒小食 韓國零食 送酒必備 (平行進口)新舊包裝隨機發貨', '$ 20.00']"
888,"['LEADER MARINE - 急凍ASC越南鯰魚柳 (約6-8條)', '$ 63.00']"
889,"['濱濤 - Bento超味魷魚(甜辣)(紅) (12+1包*4g)', '$ 20.00']"
890,"['御壹工房 - 蓮藕章魚螺片燉豬展湯 #加熱即飲湯包 #含湯料', '$ 34.00']"
891,"['善字牌 - 善字牌魚肉腸 6條裝 (1條22g) x 3包 (4902782004268_3)[善字牌]', '$ 29.70']"
892,"['順南 - 原味即飲燉湯 (人參雞湯, 茶樹菇雞湯, 紅棗雞湯, 蟲草花雞湯, 章魚節瓜燉瘦肉湯, 陳皮冬瓜燉鴨腿湯, 青紅蘿蔔燉瘦肉湯) 500g x 7packs 各1包', '$ 245.00']"
893,"['艦長牌 - 煙燻鱈魚魚肝 x2 #無糖 #生酮 #低碳', '$ 57.00']"
894,"['阿一鮑魚 - 阿一紅燒鮑魚乾鮑口味(6隻罐裝)', '$ 328.00']"
895,"['御壹工房 - 天麻川芎白芷燉魚頭湯 #加熱即飲湯包 #含湯料', '$ 38.00']"
896,"['大孖 - 秘撈魚蛋醬 340g (撈魚蛋、燒賣或粉麵)', '$ 42.00']"
897,"['葡國老人牌 - 欖油沙甸魚 x 3', '$ 50.00']"
898,"['魚陣營 - [火鍋特選裝]陣陣魚麵[4個麵餅]-(急凍) #火鍋 #打邊爐 #氣炸 #BBQ', '$ 59.80']"
899,"['上環海味佬辦館 - 泰國原隻魷魚吊片 90g #香辣魷魚吊片 #微辣且鮮味#炭燒', '$ 60.00']"
900,"['金鴨 - 金鴨 鹹蛋魚皮 105克/包 (此日期前最佳:19-10-2023) #火鍋 #打邊爐 #零食 #炸魚皮 #魚皮 #咸蛋魚皮 #新加坡', '$ 59.00']"
901,"['艦長牌 - 煙鱈魚魚肝(無糖、 無味精、 生酮友好、 低碳)❤️ 口感軟嫩滑順 似鵝肝入口即化❤️ #含豐富奧米加3，維他命A及D #不含添加劑 #新嫩無比', '$ 33.90']"
902,"['永樂粉麵廠 - [粗麵/12隻裝]極上鮑魚蝦子粗麵 (麵湯融合 無須調味 本地新鮮製造)', '$ 92.00']"
903,"['余仁生 - 章魚蓮藕花膠赤小豆豬腱湯', '$ 59.00']"
904,"['Highland Smoked Salmon - (香草) 蘇格蘭煙三文魚 100克 (急凍-18°C) #此日期前最佳 2024年5月3日', '$ 60.00']"
905,"['韓國南大門 - 韓國南大門老爺爺 香脆魚骨粒粒 200g包裝 (+/-5g) [人氣手信] 韓國最強手信 口感酥脆 採用深海魚骨 香味濃郁 豐富鈣質 100%純天然 無添加任何防腐劑和色素 營養又健康 韓國製造 平行', '$ 88.00']"
906,"['四季養生茶館 - 即焗湯包 川貝鱷魚肉平喘湯 (45g) 免煲免燉湯包', '$ 52.00']"
907,"['大街市 - 啖啖肉好好餸套餐(急凍-18°C)#foodies比目魚扒#西班牙豬肉#丹麥雞#海鮮#煎焗', '$ 108.00']"
908,"['知味 - 泰國蜜辣魷魚片 濕魷魚 145克', '$ 65.00']"
909,"['珠江橋牌 - 豆豉鯪魚 x 2', '$ 53.00']"
910,"['港優糧 - 古法煉黑毛豬油 250g【100％香港製造】(生銅飲食 豬油拌飯、炒有機菜、煎魚、炒飯，古早農家菜味道 懷舊小食 無防腐劑 無添加 豬油膏)', '$ 78.00']"
911,"['HOTEI - 半油低卡吞拿魚 (3罐裝) 210g (品嘗期限:2025.8.8)', '$ 27.90']"
912,"['AHA - 啊哈韓國鮑魚餃子 275克 (1包) (急凍 -18°C)', '$ 50.00']"
913,"['時興隆 - 2包金龜嘜魷魚絲(大) (21克 X 2)', '$ 68.00']"
914,"['安記海味 - 泰國鱷魚肉乾(4兩裝) X2包', '$ 240.00']"
915,"['Siam - 超大白飯魚200g #海鮮 #魚柳 #三文魚 #銀雪魚', '$ 45.00']"
916,"['肉鮮生 - 南非天然鱷魚肉(急凍-18°C)', '$ 58.00']"
917,"['萬順昌 - 紅燒魚柳 (1磅約450g) (懷舊小食 甜中帶微辣) [P171]', '$ 98.00']"
918,"['Aqua East - 冰島格陵蘭野生有皮比目魚柳扒3件裝 (360g) 急凍-18°C 492609', '$ 52.00']"
919,"['東京食品 - 南大門老爺爺 辣味手撕香魷魚條 [人氣手信] 佐酒小食(最新加辣版 )', '$ 88.00']"
920,"['地捫 - 茄汁沙甸魚(細罐) x 2', '$ 37.80']"
921,"['珠江橋牌 - Ⓕ罐 · ❤️快閃❤️ 豆豉鯪魚 (184g❎3) 珠江橋牌豆豉鯪魚 罐頭 魚罐頭 平行進口 #salesflash', '$ 67.90']"
922,"['CJ - Hetbahn 鮑魚健康即食飯 200g', '$ 38.00']"
923,"['日清 - 日本合味道輕量版 - 鰹魚肉湯烏冬 63g x 3', '$ 45.00']"
924,"['高級日本米 - 日本米 (極良) 新潟県魚沼產越之光米 2 kg', '$ 198.00']"
925,"['大發 - 大發 鱈魚絲零食 120g X 2 包 (原塊)', '$ 55.00']"
926,"['尚品 - 尚品回味鮑-紅燒鮑魚(2隻裝)(380克) x4罐', '$ 268.00']"
927,"['知味 - 泰國惹味魷魚片 105克', '$ 65.00']"
928,"['安記海味 - 安記星廚系列優惠孖裝 (3-4隻裝) 【台灣製造】[極品紅燒鮑魚 / 至尊干貝鮑魚 各一罐]', '$ 84.00']"
929,"['MORRIS - 减肥薯片試食裝 非油炸雞胸肉脆片 燒烤味/酸忌廉洋蔥味/魷魚味/紫菜芥辣味（生酮 低卡0糖 無麩質 低醣飲食 糖尿病）', '$ 83.00']"
930,"['阿一鮑魚 - 阿一紅燒蠔皇鮑魚(中罐)', '$ 45.00']"
931,"['李錦記 - 魚香茄子醬', '$ 20.00']"
932,"['尚品 - [熱賣No.1] 尚品回味鮑魚(紅燒汁4頭)(160克) x3罐 (新舊包裝隨機發貨) #即開即食 #罐頭鮑魚', '$ 108.00']"
933,"['名冠環球 - 正宗泰國鱷魚肉 (75克) #煲湯#止咳潤肺#熱賣#兔年禮盒#送禮#湯料#高級食材#滋陰補腎#打邊爐#海味#滋陰養顏', '$ 78.00']"
934,"['漁鮮快遞 - 許記鱈魚燒賣300g (內付醬汁)(急凍)', '$ 41.80']"
935,"['永樂粉麵廠 - [幼麵/5隻裝]濃香魚湯芫荽幼麵 (麵湯融合 無須調味 本地新鮮製造)', '$ 59.00']"
936,"['CookCookLand - 脆肉鯇魚片 250g (急凍)', '$ 54.00']"
937,"['大團圓 - 無添加海底椰川貝鱷魚肉湯', '$ 56.00']"
938,"['知味 - 泰國原隻魷魚吊片 80克', '$ 65.00']"
939,"['公仔牌 - 魚肉燒賣 4件裝(急凍)', '$ 49.00']"
940,"['名冠環球 - 魚翅金骨 (一斤裝) #煲湯#補鈣骨膠原#熱賣', '$ 178.00']"
941,"['三蟹嘜 - 上等頭遍魚露 682毫升', '$ 75.00']"
942,"['阿一鮑魚 - 紅燒花菇鮑魚(4-6隻袋裝)', '$ 88.00']"
943,"['Apple Monkey - [10包]嬰幼兒有機DHA牙仔餅(低敏)-藍莓士多啤梨7m+BB[營養導師推介]魚油 奧米加 無麩質無牛奶無雞蛋 低敏 磨牙手抓 健康零食 加固 濕疹敏感 低糖低納不熱氣 獨立包裝 [官方正貨]', '$ 40.00']"
944,"['尾西 - 日本便利沖泡即食飯團-鮭魚 x 2 (行山/露營/户外食品/冷熱水均可)', '$ 44.00']"
945,"['珠江橋牌 - 豆豉鯪魚 x 3', '$ 77.00']"
946,"['珠江橋牌 - 豆豉鯪魚 227g × 3罐裝', '$ 82.00']"
947,"['CoolFood - (足1磅！) 挪威三文魚扒(急凍) #油甘#香煎#Omega3#DHA#海鮮#礦物質#三文魚#西餐#煎魚扒#(急凍)', '$ 83.90']"
948,"['韓國 - 韓國平烤魚乾(大) 250g 約12-14片) 平烤魚干 平行進口 此日期或之前食用：2023年06月15日', '$ 128.00']"
949,"['美味牌 - 葵花籽油浸吞拿魚 x 6', '$ 61.90']"
950,"['皇滋味 - 橄欖油浸沙甸魚', '$ 27.00']"
951,"['寶寶百味 - 即食米米粥 (菠菜虱目魚粥)', '$ 36.00']"
952,"['家樂牌 - 濃湯寶鮮魚濃湯4粒裝 x 3 (新舊包裝隨機發放)', '$ 49.00']"
953,"['李錦記 - 金湯酸菜魚醬', '$ 59.90']"
954,"['原味巡禮 - 淡水魚酥 (150g)', '$ 26.00']"
955,"['善字牌 - 8枝裝辣魚肉腸', '$ 20.50']"
956,"['時興隆 - 金龜嘜魷魚絲 7g x 3包', '$ 28.50']"
957,"['寶寶百味 - 即食米米粥 (昆布三文魚)', '$ 36.00']"
958,"['SUNYO - [日本直送] 日本 吞拿魚罐頭(無油) (70GX3罐)', '$ 37.90']"
959,"['DAISHO - [日本直送] 鮮魚亭五重鮮火鍋湯底 (鰹魚/鯛魚/昆布/蠔/香菇) #打邊爐 #可樂 #海鮮 #啤酒', '$ 24.90']"
960,"['家樂牌 - 味之素三文魚菠菜湯螺絲粉 [日本直送] #杯麵', '$ 26.50']"
961,"['御壹工房 - 鮑魚花膠螺片燉雞湯 #加熱即飲湯包 #含湯料 ［此日期前最佳：2023年10月18日］', '$ 49.00']"
962,"['珠江橋牌 - 豆豉鯪魚', '$ 25.90']"
963,"['官燕棧 - 鯊魚骨姬松茸滋補湯(包)', '$ 43.00']"
964,"['昭和 - 日本章魚燒粉  [新舊包裝隨機出貨]', '$ 23.00']"
965,"['上環海味佬辦館 - 大地魚粉 300g/包', '$ 64.00']"
966,"['李錦記 - 蒸魚豉油 x 2', '$ 25.00']"
967,"['阿一鮑魚 - 阿一紅燒元貝鮑魚(中罐)', '$ 45.00']"
968,"['OmniFoods - 新魚堡 (植物製炸素魚漢堡扒)', '$ 43.00']"
969,"['南大門 - [韓國直送] 手工芝麻海苔飯素 - 鰹魚味', '$ 35.00']"
970,"['東京食品 - 南大門老爺爺煙薰魷魚肉絲 -韓國超人氣零食商品 佐酒小食', '$ 98.00']"
971,"['天目堂 - 泰國魷魚片 100克', '$ 40.00']"
972,"['為食寶寶 - 金湯酸菜魚 - 內附魚片+酸菜湯包 350g (急凍) #火鍋湯底#打邊爐', '$ 59.00']"
973,"['三蟹嘜 - 上等頭遍魚露 300毫升', '$ 43.00']"
974,"['CJ Bibigo - 即食粥 420g - 海帶鮑魚粥 x2 [平行進口] **貨品包裝將隨機發出**', '$ 75.00']"
975,"['李錦記 - 蠔皇極品鮑魚', '$ 50.00']"
976,"['地捫 - [日本製造] 地捫日式檸檬汁沙甸魚 x 4', '$ 59.00']"
977,"['壽桃牌 - 壽桃鮑魚麵禮盒 (12個裝)', '$ 68.00']"
978,"['十全特好 - 菊鶴鰹極上之味噌 #台灣 #鰹魚 #昆布 #湯底 (此日期前最佳: 2023/04/10)', '$ 40.00']"
979,"['PrimeFood - 台式 味職之工房 純天然墨魚汁香腸 (急凍:存放-18℃)#台灣#小食#氣炸鍋', '$ 42.50']"
980,"['CookCookLand - 重慶酸菜去骨脆魚片 (酸菜魚) 830g (急凍)', '$ 68.00']"
981,"['家樂牌 - 濃湯寶鮮魚濃湯4粒裝', '$ 17.50']"
982,"['原味巡禮 - 淡水魚酥（辣味）', '$ 24.50']"
983,"['地捫 - [日本製造] 地捫日式辣油沙甸魚 x 4', '$ 59.00']"
984,"['和光堂 - 幼兒小魚加鈣米餅 2枚 x 6袋/盒 (平行進口貨) 7M+', '$ 22.00']"
985,"['Na - 10包 韓國魚乾 香烤魚片 (辣味) (5g) 送酒小食 韓國零食 送酒必備 (平行進口) 新舊包裝隨機發送', '$ 53.00']"
986,"['口碑 - 俄羅斯鱘 魚子醬 (10g) #即開即食 #前菜 #小食', '$ 298.00']"
987,"['灣仔碼頭 - 青花椒鱈魚水餃9粒裝(急凍-18°C)', '$ 18.00']"
988,"['全城熱賣 - [海] · ❤️e閃購❤️ 鮟鱇魚肝 (200± 安康魚肝) 急凍 加熱即食 #salessea', '$ 40.00']"
989,"['扇屋 - 一口鱈魚芝士條', '$ 49.90']"
990,"['御壹工房 - 節瓜章魚排骨湯 #加熱即飲湯包 #含湯料', '$ 38.00']"
991,"['LEADER MARINE - 急凍智利斜切三文魚扒', '$ 40.00']"
992,"['ST. JAMES SMOKEHOUSE - 優質蘇格蘭煙熏三文魚切片 100g (急凍 -18°C)', '$ 78.00']"
993,"['Yumbah - 澳洲青邊鮑魚 (10-20隻/盒)(急凍-18°C)', '$ 278.00']"
994,"['小老板 - 燒紫菜卷 - 香辣魷魚味', '$ 22.90']"
995,"['Apple Monkey - [10包]嬰幼兒有機DHA牙仔餅(低敏)-菠菜 7m+BB[營養導師推介]魚油 奧米加3 無麩質無牛奶無雞蛋 低敏 磨牙手抓 健康零食 加固 濕疹敏感 米餅牙仔餅 低糖低納不熱氣 獨立包裝[官方正貨]', '$ 45.90']"
996,"['尚品 - 海鱸魚花膠筒(45-55隻/盒)(130克) #抵食花膠推介 #適合燜煮', '$ 228.00']"
997,"['知味 - 磯燒辣味魷魚絲 250克', '$ 65.00']"
998,"['安記海味 - 大地魚粉 (250克裝)', '$ 75.00']"
999,"['安記海味 - 安記至尊干貝鮑魚(3-4隻裝)(180g) 【台灣製造】', '$ 42.00']"
